id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42520170,Modern 1 Bedroom - Minutes to DT & restaurants,338686398,Thanh,,Mount Pleasant,49.26971,-123.10252,Entire home/apt,299,2,0,,,1,179
42520472,Private room + private washroom. Downtown luxury,310001639,Salvio,,West End,49.28139,-123.12804,Private room,100,1,2,2020-02-29,0.12,4,179
42531816,Corporate Stays | Capitol Residences | Bright 1BR,38459934,Corporate Stays,,Downtown,49.27988,-123.12065,Entire home/apt,154,32,2,2020-10-16,0.90,32,17
42532134,Corporate Stays | Capitol Residences | Modern 1BR,38459934,Corporate Stays,,Downtown,49.28014,-123.11868,Entire home/apt,154,30,1,2020-06-30,0.08,32,9
42538952,Cozy 1BR 1BA in Kerrisdale,2277072,Mark,,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,45,30,0,,,2,201
42539984,Breathtaking Views In the Heart of Downtown!,338834289,Simon,,Downtown,49.27996,-123.12328,Entire home/apt,199,3,1,2020-03-15,0.06,1,0
42540761,1 Bedroom Rooftop Hideaway 15 walk to Downtown,9061412,Nicole,,Strathcona,49.2683,-123.0977,Entire home/apt,160,2,0,,,1,91
42546201,"20% OFF! Condo w/sunny patio, pet OK + rooftop!",6983939,Jocelyne,,Mount Pleasant,49.26523,-123.10084,Entire home/apt,236,2,7,2020-08-02,0.55,1,311
42546326,1BD lovely suite in downtown Vancouver!,338919730,Jovito,,Downtown,49.27997,-123.11905,Entire home/apt,120,30,1,2020-04-05,0.07,1,0
42565481,Central Downtown Studio Condo,3092935,Brad,,West End,49.28204,-123.12608,Entire home/apt,99,30,5,2020-04-12,0.54,11,203
42591398,★Chic Spacious Central★Entire Apartment @Yaletown★,103043102,Fumi,,Downtown,49.27838,-123.11456,Entire home/apt,110,30,0,,,1,0
42591801,Mountain & Water Views - Modern Condo in Downtown!,339283773,Meng,,Downtown Eastside,49.28203,-123.08493,Entire home/apt,145,2,3,2020-03-07,0.19,1,44
42626894,Stunning downtown location!  Private Room**,310001639,Salvio,,West End,49.28442,-123.12949,Private room,100,1,0,,,4,169
42635313,Vancouver Sunset House,60152405,Dc,,Sunset,49.22267,-123.08954,Entire home/apt,241,30,1,2020-12-30,0.16,6,279
42664284,💎Central cozy and bright in a great area + PARKING,339762471,David,,Downtown,49.28836,-123.12415,Entire home/apt,185,7,55,2021-05-08,6.27,1,52
42671966,My house your house,37753475,Cesar,,Renfrew-Collingwood,49.23585,-123.03619,Private room,40,3,1,2020-03-05,0.06,2,0
42690400,NEWLY RENOVATED IN DOWNTOWN 27% DISCOUNTED,340070321,Priya,,Downtown,49.27878,-123.12366,Entire home/apt,59,30,1,2020-03-16,0.06,1,0
42695990,Trendy Loft on Prime Location Downtown Vancouver,5986890,Sasha,,Downtown,49.27827,-123.12172,Entire home/apt,189,2,64,2021-01-07,3.94,1,51
42696012,Downtown 7min drive Clean Room,127453218,Yan,,Hastings-Sunrise,49.28985,-123.04998,Private room,57,1,28,2020-03-08,3.10,5,123
42696228,Amazing HarbourView Vancouver Downtown by SkyTrain,55948760,Alex,,Downtown,49.27885,-123.10729,Entire home/apt,117,2,31,2021-01-16,2.58,12,222
42715387,Home,37753475,Cesar,,Renfrew-Collingwood,49.23734,-123.03752,Private room,35,2,1,2020-07-20,0.09,2,0
42719452,Willow Suite,340275725,Beata,,South Cambie,49.25141,-123.12737,Entire home/apt,169,30,0,,,3,319
42720667,Maple Suite,340275725,Beata,,Shaughnessy,49.25285,-123.12915,Entire home/apt,169,30,0,,,3,341
42720991,Cedar Suite,340275725,Beata,,Shaughnessy,49.25291,-123.12936,Entire home/apt,169,30,0,,,3,365
42722764,Cozy&Quiet 2 Bedrooms Suite near PNE,340295979,Rongda,,Hastings-Sunrise,49.26965,-123.0346,Entire home/apt,248,3,2,2020-04-19,0.13,1,89
42738536,Luxury brand-new 4 bedrooms with 3 full bathrooms,332778015,Linda,,Renfrew-Collingwood,49.24876,-123.04477,Entire home/apt,510,5,16,2021-05-23,1.24,1,245
42741297,D33 - 2 Bedroom + Large Den Downtown Sub-Penthouse,30899,Rami,,West End,49.28748,-123.12593,Entire home/apt,165,30,2,2021-05-17,0.23,41,304
42742038,Bright and Sunny 1 Bedroom with Parking (K1),23977001,Emma,,Fairview,49.26338,-123.12269,Entire home/apt,140,12,0,,,12,146
42745415,Modern Cottage Life ( Beach life),24014366,Rochelle,,Kitsilano,49.26723,-123.18257,Entire home/apt,164,2,11,2020-10-06,0.74,1,155
42745752,Deluxe Vancouver House at the Park - Walkscore-88,6315426,Bernd,,Riley Park,49.24502,-123.10503,Entire home/apt,290,3,0,,,1,0
42746979,Cozy and Spacious Suite in Vancouver,228170865,Kira,,Riley Park,49.24752,-123.09328,Entire home/apt,175,2,0,,,1,97
42758270,"At Evan's, on the ""Drive"", Pets negotiable!",31065,Mj,,Grandview-Woodland,49.26559,-123.06758,Entire home/apt,195,30,3,2021-04-30,0.32,4,333
42761406,5.Vancouver West End near the beach near UBC,326244385,Leon,,Dunbar Southlands,49.25663,-123.18622,Private room,57,2,23,2021-07-04,1.42,6,108
42774634,"5 min to skytrain, private room in amazing 🏡 house",45662126,Enjoy,,South Cambie,49.25372,-123.11815,Private room,43,30,1,2021-03-01,0.23,2,173
42778616,Downtown water & park view,48184987,Jina,,Downtown,49.27158,-123.12595,Entire home/apt,285,30,0,,,1,365
42779015,Steps to Kitsilano Beach: Cozy 1BR + Parking,137363515,Olga,,Kitsilano,49.27108,-123.15796,Entire home/apt,195,1,71,2021-07-03,4.44,1,71
42790908,Modern Mount Pleasant Townhouse,31857,Kathryn,,Mount Pleasant,49.26625,-123.09785,Entire home/apt,180,3,23,2021-03-25,2.44,1,27
42812975,LEVEL | Two Bedroom Suite | Yaletown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27897,-123.12185,Entire home/apt,400,30,0,,,22,365
42813067,LEVEL | Two Bedroom Suite | Central in Downtown,2502595,LEVEL Furnished Living,,Downtown,49.27807,-123.12233,Entire home/apt,9999,1,0,,,22,66
42831814,"1 Bedroom condo, Vancouver BC- Clean, great view",197192537,Sunny,,Downtown,49.28035,-123.12539,Entire home/apt,172,3,0,,,1,0
42833057,Spacious 2 Bd Home in Beautiful Neighborhood,719405,Sean,,Mount Pleasant,49.2586,-123.08308,Entire home/apt,100,30,0,,,1,0
42842762,GuestSuite 2 Bedrooms Basement Westside Vancouver,98821337,Geo,,Arbutus Ridge,49.24492,-123.16816,Entire home/apt,70,30,3,2020-07-31,0.57,1,213
42843544,Luxury 5BR House / Up to 10 guests / Close to YVR,210999504,Fred,,Victoria-Fraserview,49.21144,-123.06261,Entire home/apt,395,3,55,2021-02-19,3.83,1,114
42845399,Great centrally-located downtown apartment!!,328540566,John,,Downtown,49.28479,-123.11426,Entire home/apt,199,1,0,,,1,89
42865985,East Van Gem -  1 Bed + Sofa Bed +Free Parking,56517152,Sarah,,Grandview-Woodland,49.28602,-123.05857,Entire home/apt,105,30,3,2021-06-29,0.23,1,217
42874096,Cozy Garden Suite • Three Blocks From the Beach •,165013869,Miyah,,Kitsilano,49.26789,-123.15407,Entire home/apt,150,2,9,2020-10-03,0.60,1,0
42876546,Amazing ocean & city view 2 BDRM +Netflix& wifi,287963721,Victoria,,West End,49.28405,-123.13174,Entire home/apt,149,1,0,,,2,0
42879356,Furnished Downtown Studio - In the heart of it all,66933536,Christa,,West End,49.28804,-123.12926,Entire home/apt,110,30,0,,,1,178
42881319,Amazing 2 bedroom place downtown Vancouver,210620622,Diego,,Downtown,49.28107,-123.11649,Private room,199,1,3,2020-03-19,0.19,1,0
42896340,Charming East Van suite in excellent location!,4558246,Damon,,Hastings-Sunrise,49.27915,-123.02589,Entire home/apt,150,1,7,2021-03-30,1.02,1,0
42903930,Clean & Safe 2 Bdrm Suite in Quiet Area.,89620360,Kenny,,Renfrew-Collingwood,49.25238,-123.0259,Entire home/apt,110,1,35,2021-05-22,2.86,1,24
42907062,Penthouse condo with a fantastic view to the ocean,36717870,Sina,,Downtown Eastside,49.28101,-123.10539,Entire home/apt,80,30,1,2021-01-18,0.18,1,118
42907400,Central Downtown Airbnb (Skytrain & Roger Arena),13872643,Davis,,Downtown,49.27897,-123.10972,Entire home/apt,138,2,32,2021-05-01,2.29,1,18
42937221,LEVEL | Studio | Modern Suite Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.2775,-123.12122,Entire home/apt,239,30,0,,,22,365
42937446,LEVEL | Cozy One Bedroom Suite | Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27322,-123.12778,Entire home/apt,230,30,0,,,22,365
42937545,❤️Best Location❤️Coal Harbour Unique Suite+ Parking,225163010,Vivi,,Downtown,49.28595,-123.12252,Entire home/apt,395,4,8,2020-04-12,0.64,2,324
42976467,Kits360,156698374,Marco,,West Point Grey,49.26609,-123.21416,Entire home/apt,99,30,0,,,2,188
42988288,Modern immaculate 1bd suite in Vancouver,14506477,Nicholas,,Riley Park,49.23471,-123.10044,Entire home/apt,125,2,11,2021-06-26,0.75,1,217
42988817,5 - Star New Vancouver Home,335175140,Ken,,Killarney,49.22294,-123.04454,Entire home/apt,100,30,0,,,2,338
43003568,"Yaletown Ocean View Corner Suite, 2 Bed and 2 Bath",20626260,Erica,,Downtown,49.27659,-123.12771,Entire home/apt,130,30,0,,,2,216
43004109,Stunning 2-bed Yaletown apartment with water views,99502906,Bill,,Downtown,49.27338,-123.12292,Entire home/apt,204,1,10,2021-06-06,2.31,1,112
43035271,Sunset Garden Suite,60152405,Dc,,Sunset,49.22288,-123.09003,Entire home/apt,103,30,3,2020-08-31,0.27,6,280
43037634,Amazing new condo in downtown Vancouver!,5454398,Cindy,,Downtown,49.27582,-123.13218,Entire home/apt,150,30,1,2020-08-31,0.10,1,1
43038332,"Character Neighbourhood, mins to DT, Free Parking",48377993,Ryan,,Kensington-Cedar Cottage,49.24866,-123.08076,Entire home/apt,170,2,26,2021-02-11,1.72,1,218
43044963,2 bdrm 3 bed basement suite w/private entrance,49217710,Kate,,Mount Pleasant,49.26072,-123.08482,Entire home/apt,130,2,2,2021-07-04,0.23,1,322
43048285,"The Jenish House: bright suite, large garden!",65268234,Sherry,,Riley Park,49.25081,-123.10436,Entire home/apt,215,2,8,2021-07-03,2.42,3,84
43049839,Kitsilano Getaway,64502903,Regina,,West Point Grey,49.26941,-123.18635,Entire home/apt,154,1,0,,,2,78
43053435,Haven for weathering the storm.,65268234,Sherry,,Riley Park,49.24961,-123.10529,Entire home/apt,175,1,2,2020-06-01,0.13,3,37
43070359,Central Downtown with Ocean View Spacious 1200sqft,263103645,Tamara And Kohei,,Downtown,49.2801,-123.12652,Entire home/apt,353,3,8,2021-05-25,0.62,3,326
43071813,Modern living in Coal Harbour-2,129345091,Ehsan,,Downtown,49.28745,-123.12368,Entire home/apt,240,2,5,2021-07-02,0.45,2,45
43072274,Center of Downtown with Ocean Views 1200sqft 10day,263103645,Tamara And Kohei,,Downtown,49.2801,-123.12652,Entire home/apt,317,10,8,2021-07-05,0.57,3,326
43079683,Vintage Point Grey Family Home - Mins to UBC!,79379,Pushpa,,West Point Grey,49.26078,-123.21433,Entire home/apt,655,30,2,2020-09-06,0.19,3,178
43079822,Rustic 3BD Pacific Spirit Suite - Mins to UBC!,79379,Pushpa,,West Point Grey,49.26074,-123.21283,Entire home/apt,245,30,0,,,3,178
43081491,Amazing Condo with Parking in Downtown Vancouver,110061074,Wesam,,Downtown Eastside,49.27996,-123.11001,Entire home/apt,189,3,1,2021-07-02,1,1,99
43095027,Vancouver Garden Suite,2609270,Beth,,Grandview-Woodland,49.27253,-123.06216,Entire home/apt,74,30,2,2021-07-01,1.28,1,0
43134455,"super clean, modern gastown studio",49461922,Neda,,Downtown Eastside,49.28221,-123.10328,Entire home/apt,73,30,1,2020-11-08,0.12,2,85
43134729,"Your own house in Kitsilano, close to city, beach",6122887,David,,Kitsilano,49.25979,-123.18377,Entire home/apt,100,30,2,2021-02-14,0.33,3,186
43148884,modern fully furnished one bedroom apartment,49461922,Neda,,Downtown Eastside,49.28239,-123.10311,Entire home/apt,80,30,2,2021-04-01,0.27,2,320
43154450,Immaculate Fully Furnished Studio,343560999,Julio,,Downtown Eastside,49.2829,-123.10283,Entire home/apt,74,30,1,2020-05-31,0.07,1,187
43164095,Chic apartment at prime downtown location,47431711,Tulika,,Downtown,49.28099,-123.12558,Entire home/apt,72,30,0,,,1,33
43188521,Private Double Room with Shared Washroom,26917629,Vancouver,,Downtown,49.278938,-123.123222,Private room,120,1,17,2021-06-20,1.31,4,262
43188958,Downtown Beach District Cocoon,165830912,Louise,,Downtown,49.2737,-123.12857,Entire home/apt,98,30,4,2021-02-19,0.29,1,100
43203119,Evening,343989314,Serafina,,Downtown,49.27787,-123.11589,Entire home/apt,100,1,0,,,1,0
43205828,Bed in 4 Bed Hostel Dorm,26917629,Vancouver,,Downtown,49.27856,-123.12421,Shared room,45,1,33,2021-06-30,2.37,4,268
43207162,Spacious 3BR Main Floor (pets allowed),195829425,Man,,Hastings-Sunrise,49.26828,-123.05226,Entire home/apt,129,30,2,2020-09-19,0.28,2,94
43214742,1BD Loft in the centre of downtown Vancouver!,217086378,Renata,,Downtown,49.27793,-123.12065,Entire home/apt,239,2,46,2020-10-17,4.76,1,22
43215530,STUDI0 in Prestigious Yaletown Downtown Vancouver.,80571916,Alya,,Downtown,49.27495,-123.11642,Entire home/apt,98,31,0,,,3,325
43217010,Spacious 2-bedroom street level apartment,287911516,Henry,,Arbutus Ridge,49.24252,-123.15084,Entire home/apt,120,30,0,,,1,187
43231224,"Skytrain Transit Hub, Budget Friendly, Top Floor",11067913,Andy,,Kensington-Cedar Cottage,49.26122,-123.07269,Private room,26,30,3,2021-01-01,0.24,6,18
43232530,Room in a Fully Renovated House,5041866,Daniel,,Oakridge,49.22467,-123.12011,Private room,32,30,2,2020-11-01,0.18,3,0
43239093,1 Bedroom Downtown Condo - Super Convenient,315123918,David,,Downtown,49.27854,-123.10631,Entire home/apt,188,5,6,2020-09-12,0.47,5,0
43239761,Clean Sanitized 2 bed 2.5bath Townhouse+Parking⭐,336945096,Stella,,Downtown,49.28645,-123.12277,Entire home/apt,393,1,47,2021-06-25,3.29,1,278
43269455,"Stunning downtown penthouse, prime location!",344520978,Mary,,Downtown,49.27844,-123.12861,Entire home/apt,158,30,0,,,1,62
43278404,Cute Yaletown condo. Location location location!!!,72217313,Aleya,,Downtown,49.27414,-123.12675,Entire home/apt,165,90,3,2020-07-31,1.30,1,320
43294049,Simple Pleasures on the Beach at Kits Point,344739220,Joan,,Kitsilano,49.27409,-123.15169,Entire home/apt,259,1,41,2020-11-21,3.07,1,11
43295734,Large Bedroom with Private Bathroom,5041866,Daniel,,Oakridge,49.22587,-123.12018,Private room,43,30,1,2020-09-19,0.10,3,0
43303093,Bright & Beautiful Sanctuary in the Best Area,12940315,Aliyah,,Kitsilano,49.26803,-123.14771,Entire home/apt,289,30,0,,,1,64
43317473,1480 Howe - Studio Located Downtown Vancouver,231663454,Plan A,,Downtown,49.27564,-123.13041,Entire home/apt,106,60,0,,,123,62
43317811,1480 Howe - 1 bedroom Located Downtown Vancouver,231663454,Plan A,,Downtown,49.2761,-123.12985,Entire home/apt,106,60,1,2020-09-30,0.11,123,123
43318426,38 Smithe  - 1 Bedroom located Downtown Vancouver,231663454,Plan A,,Downtown,49.27546,-123.11261,Entire home/apt,106,60,0,,,123,123
43318496,68 Smithe- 1 Bedroom located Downtown Vancouver,231663454,Plan A,,Downtown,49.27438,-123.11437,Entire home/apt,83,60,1,2020-07-05,0.08,123,311
43318845,1010 Howe- 2 Bedroom located Downtown Vancouver,231663454,Plan A,,Downtown,49.27914,-123.12505,Entire home/apt,122,60,0,,,123,1
43319166,# 313-22 E Cordova Studio Downtown Vancouver,231663454,Plan A,,Downtown Eastside,49.28337,-123.10424,Entire home/apt,68,180,0,,,123,243
43325188,PPRM Orchid Queen Elizabeth Park 2BR & 2Bath Condo,341813832,Pprm,,South Cambie,49.23944,-123.11749,Entire home/apt,196,13,32,2021-02-26,2.94,2,84
43335892,Room in Fully Renovated House,5041866,Daniel,,Oakridge,49.22396,-123.12185,Private room,32,30,0,,,3,0
43348428,2-bedroom suite in the heart of Kitsilano,99444399,Terry,,Kitsilano,49.25835,-123.16539,Entire home/apt,145,1,12,2021-04-10,0.93,2,0
43356136,1.5 beds apartment steps from the water- Yaletown,11608673,Nico,,Downtown,49.27292,-123.12012,Entire home/apt,220,89,0,,,1,89
43357612,Gastown Pad Designer Style Private Rooftop Deck,3685910,Upscale,,Downtown,49.28422,-123.10468,Entire home/apt,185,30,0,,,3,327
43359249,☀ Corner & Sunny A/C 2 BR&BA FREE parking/skytrain,195488568,Ace,,Marpole,49.21117,-123.1157,Entire home/apt,300,30,1,2020-06-30,0.08,1,179
43364218,A Hidden Jewel in the heart Vancouver's West Side,14251448,Anthony,,Kitsilano,49.26304,-123.18488,Entire home/apt,215,1,2,2020-07-18,0.15,1,185
43373904,Clean! Exclusive Coal Harbour + Parking + Hot Tub,160201723,Nathanael,,West End,49.28639,-123.12469,Entire home/apt,228,2,104,2021-07-05,14.86,1,37
43382991,Cozy condo in the heart of Kitsilano!,345640752,Olivia,,Kitsilano,49.26834,-123.15489,Entire home/apt,190,30,2,2021-01-27,0.18,1,62
43388996,Premium Hotel Suites - 2 Double Beds w/Kitchenette,331399851,Gec,,Downtown,49.27504,-123.12758,Private room,289,7,26,2021-04-01,2.06,2,353
43390617,Extended Stay - King Bed Suite w/Kitchenette,331399851,Gec,,Downtown,49.27697,-123.12755,Private room,289,7,7,2021-04-01,0.87,2,356
43390903,"Modern 1 Bed, with Exceptional Views",95217850,Mauricio,,Downtown,49.27543,-123.11574,Entire home/apt,115,30,3,2020-12-31,0.28,21,188
43391066,Modern 2 bedroom Executive apartment,95217850,Mauricio,,Downtown,49.27387,-123.1145,Entire home/apt,130,30,0,,,21,187
43391223,OAKRIDGE MALL STATION HOUSE,78442973,Chunguang,,Oakridge,49.23063,-123.1148,Entire home/apt,500,2,3,2021-07-04,0.29,1,359
43392404,2 Bdrm 1 Living 1 Bath Suite  in Vancouver Central,120173435,Bob,,Kensington-Cedar Cottage,49.25248,-123.07473,Entire home/apt,78,2,30,2021-02-14,2.28,2,20
43393120,1 Bdrm 1 Living 1 Bath Suite  in Vancouver Central,120173435,Bob,,Kensington-Cedar Cottage,49.25081,-123.07603,Entire home/apt,75,2,43,2020-12-04,3.23,2,30
43423475,Classic Kitisilano two-room studio suite.,24210040,Nancy,,Kitsilano,49.26751,-123.18195,Entire home/apt,120,5,10,2021-05-21,0.88,1,272
43424375,Luxury Studio Suite in South Vancouver,104038743,Brandon,,Sunset,49.21485,-123.09453,Entire home/apt,84,7,12,2021-06-27,0.89,3,34
43425616,50% MONTHLY☆DESIGNER APT W/ VIEW☆ Close UBC/YVR/DT,34696573,Cammy,,Arbutus Ridge,49.23822,-123.1574,Entire home/apt,467,30,3,2021-05-02,0.42,6,283
43425649,Modern Yaletown Condo w Gorgeous View,327399583,Setareh,,Downtown,49.27738,-123.12044,Entire home/apt,160,30,2,2020-11-06,0.17,1,73
43433420,Modern & Spacious 2 Level Townhome,8368718,Yvonne,,Downtown Eastside,49.28192,-123.1028,Entire home/apt,130,30,0,,,4,33
43442398,New Luxury Downtown condo Beach & Amazing Views <3,38284213,Shabi,,Downtown,49.27591,-123.13078,Entire home/apt,150,30,3,2021-07-03,0.50,2,272
43453347,41st Floor View Suite. Residence at Hotel Georgia,3685910,Upscale,,Downtown,49.28399,-123.1197,Entire home/apt,350,90,0,,,3,310
43460589,Brand New 2Rooms suite@Close to Airport/UBC/DT,277770414,Amanda,,Dunbar Southlands,49.2515,-123.1937,Entire home/apt,175,1,89,2021-02-01,7.22,1,125
43466346,Sheraton Wall Centre - Executive Furnished Rental,61969895,Steve,,West End,49.28124,-123.12757,Entire home/apt,98,90,0,,,1,179
43467860,Zodiac Palace 1BR+1Den in DT #5,346562402,Zodiac,,Downtown,49.27603,-123.11437,Entire home/apt,283,2,11,2020-12-20,0.80,33,57
43468293,Zodiac Palaces 1BD +1Den in DT#6,346562402,Zodiac,,Downtown,49.276,-123.11482,Entire home/apt,287,2,7,2020-12-02,0.51,33,14
43492008,♥DT Staycation 2Bed2Bath♥Close to Beach w/Parking,55948760,Alex,,West End,49.27912,-123.13066,Entire home/apt,152,2,28,2021-06-17,2.40,12,112
43497332,Zodiac Palace 1BD + 1Den in DT #2,346562402,Zodiac,,Downtown,49.27374,-123.11472,Entire home/apt,247,2,3,2021-05-01,1.00,33,125
43497728,Lovely 2 Bedroom in Downtown,11207116,Moe,,West End,49.282,-123.12577,Entire home/apt,84,30,0,,,5,0
43501445,Chic apartment with glass bottom pool & great view,294176156,Jalissa,,Downtown,49.27391,-123.11446,Entire home/apt,150,30,0,,,1,0
43519553,Zodiac Palace DT 1BD+1DEN #1,346562402,Zodiac,,Downtown,49.27355,-123.11565,Entire home/apt,291,2,7,2021-06-18,0.54,33,130
43519605,Zodiac Palace DT 1BD+1Den #4,346562402,Zodiac,,Downtown,49.27401,-123.11411,Entire home/apt,253,2,6,2021-05-22,0.51,33,55
43520083,Zodiac Luxury Sagittarius Palace Parkway(Monthly+Long Term only),346562402,Zodiac,,Marpole,49.21591,-123.11292,Entire home/apt,169,30,1,2020-09-25,0.11,33,20
43526639,Luxury Downtown Vancouver Condo,347323119,John,,Downtown,49.27558,-123.11462,Entire home/apt,145,2,15,2020-09-02,1.10,1,21
43527973,🏠 Cozy Home 🏠 600sf 1 BR close to YVR/DT Skytrain,55948760,Alex,,Marpole,49.21218,-123.11546,Entire home/apt,105,30,0,,,12,126
43533212,Modern Strathcona Heritage Home Garden Lvl 2br/2ba,24407946,Ayla,,Downtown Eastside,49.28108,-123.08976,Entire home/apt,115,30,9,2020-10-20,0.74,1,117
43544366,PET FRIEDNLY 2BR - 38 SMITHE STREET,231663454,Plan A,,Downtown,49.27409,-123.11409,Entire home/apt,127,60,0,,,123,93
43545228,PET FRIENDLY- 3BR- 1405 HARO STREET,231663454,Plan A,,West End,49.2863,-123.13084,Entire home/apt,156,30,0,,,123,123
43545463,PET FRIENDLY STUDIO- 233 ROBSON,231663454,Plan A,,Downtown,49.27887,-123.11591,Entire home/apt,77,60,0,,,123,156
43546315,1283 Howe- 1BR- Pet Friendly,231663454,Plan A,,Downtown,49.2761,-123.12778,Entire home/apt,97,60,0,,,123,123
43546367,1425 Haro-Studio-Pet Friendly - Downtown Vancouver,231663454,Plan A,,West End,49.28884,-123.12988,Entire home/apt,86,30,0,,,123,154
43548205,[30Days+] Capricorn Palace in yaletown #1,346562402,Zodiac,,Downtown,49.27395,-123.1143,Entire home/apt,248,2,9,2021-02-05,0.76,33,132
43548208,[30Days+] Capricorn Palace in yaletown #2,346562402,Zodiac,,Downtown,49.27571,-123.1163,Entire home/apt,232,2,7,2021-04-24,0.69,33,133
43548209,[30Days+] Capricorn Palace in yaletown #6,346562402,Zodiac,,Downtown,49.27563,-123.11437,Entire home/apt,252,2,7,2021-06-21,0.63,33,138
43548211,Zodiac Luxury Sagittarius Palace Parkway,346562402,Zodiac,,Marpole,49.21687,-123.11164,Entire home/apt,159,2,5,2021-06-03,0.47,33,21
43549792,💙 Heart of Downtown - Spacious unit with View,55948760,Alex,,West End,49.28222,-123.12636,Entire home/apt,160,30,3,2021-02-01,0.26,12,109
43555425,Eco-friendly one bdrm apartment in Kits!,100187707,Kasie,,Kitsilano,49.27097,-123.1604,Entire home/apt,197,2,18,2020-11-13,1.43,1,291
43556385,Beautiful Kitsilano Home 3 Bedroom 2.5 Bath Clean!,341421868,Katherine,,Kitsilano,49.26511,-123.15657,Entire home/apt,410,3,6,2020-09-06,1.27,1,131
43558701,Brand New 2Bed2Bath Central Vancouver Near Transit,41585601,Hung,,Fairview,49.26115,-123.11512,Entire home/apt,139,30,3,2021-02-28,0.47,1,155
43565791,"Furnished 2 BED/2 BATH  in Burnaby ""Heights""",272141624,Wendy,,Hastings-Sunrise,49.28057,-123.02463,Entire home/apt,135,300,1,2020-06-28,0.08,4,0
43568152,温哥华西区大床房独立卫生间,223896599,David,,Shaughnessy,49.24487,-123.13488,Private room,45,30,1,2021-01-06,0.16,6,330
43583362,Luxurious Waterview 2BR Condo w/Parking By Stadium,308765087,Alex,,Downtown,49.2736,-123.11402,Entire home/apt,220,30,21,2021-05-01,1.66,1,124
43625609,ConvenientToAttractions&ClosetoAirport 4Bdrm House,45929065,Ada,,Victoria-Fraserview,49.21507,-123.0668,Entire home/apt,195,6,11,2021-06-22,0.85,2,29
43629286,"Cozy 1BR by Yaletown&Gastown,👌views, Free parking",58640068,Farshad,,Downtown,49.2799,-123.10694,Entire home/apt,130,1,51,2020-09-24,3.90,1,35
43629984,"2BR/3Beds, Private Entry, Skytrain, Shopping",219724375,Serene,,Killarney,49.23064,-123.0368,Entire home/apt,125,2,4,2021-06-29,0.46,1,50
43639445,Unique one bedroom Yaletown Vancouver apartment,95217850,Mauricio,,Downtown,49.27466,-123.11493,Entire home/apt,100,90,2,2021-01-16,0.21,21,97
43657268,Capricorn Palace Two condos Combo in Yaletown NOT ONE SINGLE UNIT,346562402,Zodiac,,Downtown,49.27385,-123.11496,Entire home/apt,362,2,3,2020-12-27,0.27,33,97
43657817,Zodiac Palace DT 1BD Apartment#7,346562402,Zodiac,,Downtown,49.27606,-123.11575,Entire home/apt,256,2,10,2021-05-08,0.77,33,49
43657837,Zodiac Palace Central 1BD+1solarium+1Den Science World Downtown,346562402,Zodiac,,Mount Pleasant,49.27179,-123.1006,Entire home/apt,205,30,3,2020-08-16,0.24,33,163
43669480,Top floor fully furnished Loft Penthouse,129334385,Peter,,Marpole,49.20296,-123.1334,Entire home/apt,105,30,2,2021-06-30,0.64,2,216
43679097,Furnished 1 bedroom sublet. Short or long term,348839186,Louis,,Mount Pleasant,49.26426,-123.11149,Private room,59,30,1,2020-08-09,0.09,1,13
43690015,[30Days+] Capricorn Palace in yaletown #7,346562402,Zodiac,,Downtown,49.27393,-123.11463,Entire home/apt,282,2,6,2020-09-30,0.50,33,68
43690045,[30Days+] Capricorn Palace in yaletown #5,346562402,Zodiac,,Downtown,49.27386,-123.11595,Entire home/apt,245,2,6,2020-11-29,0.63,33,148
43690628,Fantastic View ★Modern Studio in Downtown,347897672,Anastasia,,West End,49.2812,-123.12739,Entire home/apt,169,1,58,2021-06-27,5.10,1,90
43714788,Private room near Skytrain station,262634926,Akmal,,Sunset,49.22549,-123.10136,Private room,60,1,0,,,1,365
43743356,⭐️Vancouver friendship Guest house 四,348639088,Miyako,,Arbutus Ridge,49.24708,-123.16278,Private room,48,1,23,2021-02-10,1.99,7,0
43743563,⭐️Vancouver friendship Guest house 五,348639088,Miyako,,Arbutus Ridge,49.24898,-123.16071,Private room,40,1,8,2020-10-04,0.70,7,62
43743787,⭐️Vancouver friendship Guest house 九,348639088,Miyako,,Arbutus Ridge,49.24754,-123.16058,Private room,42,1,5,2020-10-13,0.42,7,43
43754376,D23 - 2 Bedroom corner loft at MADDOX!,30899,Rami,,Downtown,49.27544,-123.12813,Entire home/apt,138,90,0,,,41,201
43755084,Stunning Architectural Gem - by VGH & City Hall,329993227,Host Support,,Riley Park,49.25529,-123.11129,Entire home/apt,132,30,5,2021-05-08,0.48,4,160
43768387,Skytrain super isolation suite: Airport - Downtown,190921577,Sharon,,Oakridge,49.22663,-123.1138,Entire home/apt,88,15,0,,,4,0
43779000,Fully Furnished 1 Bdrm Downtown Condo,98865724,Tommy,,Downtown,49.27622,-123.12931,Entire home/apt,100,90,0,,,1,89
