id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19661019,Two Bedroom Suite in Vancouver Renfrew Heights,138418516,Jerry,,Renfrew-Collingwood,49.2484,-123.04816,Private room,151,3,50,2019-07-13,1.03,1,1
19662425,Room Near UBC Vancouver,138436761,Fahad,,Dunbar Southlands,49.2569,-123.19638,Private room,42,30,2,2017-08-19,0.04,1,0
19664341,Hastings Sunrise Experience,129953174,Erica,,Hastings-Sunrise,49.28783,-123.04268,Entire home/apt,149,2,220,2021-05-29,4.56,1,219
19680779,Urban Homestead,2512105,Levon,,Grandview-Woodland,49.28297,-123.06153,Entire home/apt,225,1,28,2019-08-24,0.78,1,0
19681925,Safe Clean Haven- 2BR Home w/ Backyard- UBC/YVR/DT,34696573,Cammy,,Kerrisdale,49.22333,-123.15761,Entire home/apt,251,2,55,2020-06-13,1.22,6,0
19682594,2bdr Newly Reno Entire Suite in Mount Pleasant,66964288,Denelle,,Mount Pleasant,49.25841,-123.11305,Entire home/apt,120,30,32,2019-07-19,0.66,5,319
19697558,Chic Kitsilano Character Home,36040844,Deb And Jim,,Kitsilano,49.25895,-123.16627,Entire home/apt,330,4,118,2020-12-19,2.49,4,235
19699282,Premium 3BR Duplex Downtown,10767616,Gint,,West End,49.27751,-123.13336,Entire home/apt,285,3,24,2019-09-30,1.05,1,0
19703383,Calm and comfortable upstairs room,44869724,Jennifer,,Renfrew-Collingwood,49.25903,-123.05406,Private room,61,4,1,2017-07-14,0.02,4,55
19712884,Modern Loft | 2-Levels w/Balcony (shared room),1522256,Natalia,,Downtown Eastside,49.28258,-123.10833,Shared room,179,1,9,2019-08-18,0.19,3,365
19731721,"Luxurious, modern Condo in heart of Downtown!",14343056,Jude,,Downtown,49.28026,-123.11845,Entire home/apt,159,30,2,2017-07-09,0.04,1,89
19744355,"High-End, Central , 10 min walk to Sunset Beach :)",967999,Haider,,Downtown,49.27745,-123.12767,Private room,96,1,158,2020-03-18,3.78,1,9
19747962,"Prime Spot in Kits! By Transit, Beach, DT, Food",139293329,Arvin,,Kitsilano,49.26965,-123.15376,Private room,49,1,106,2020-03-08,2.23,1,307
19762397,Prime Downtown Vancouver - junior 1 bedroom,24203518,Carlton,,West End,49.28215,-123.12503,Entire home/apt,81,30,20,2019-06-05,0.43,1,134
19791304,Convenient Room in Central Vancouver,139762948,Jervis,,Sunset,49.22844,-123.09713,Private room,75,3,59,2020-03-15,1.26,3,197
19791653,Comfortable room in central Vancouver,139762948,Jervis,,Sunset,49.2285,-123.09674,Private room,65,3,49,2019-09-02,1.40,3,21
19792418,Dreamy Hideout in Lively Walkable Neighbourhood,57488206,Jessi,,Hastings-Sunrise,49.28357,-123.05649,Entire home/apt,46,3,60,2019-08-04,1.30,3,0
19798566,2 bd condo w/ city+mtn views; 30day min,64053004,Sarah,,Fairview,49.26066,-123.11585,Entire home/apt,250,30,23,2020-08-31,0.48,1,217
19804238,Cute East Van 1 bed suite,105398194,Tyler,,Hastings-Sunrise,49.27865,-123.03585,Entire home/apt,74,2,105,2019-09-09,3.86,1,39
19805434,Bright & Airy 1 Bedroom Plus Den On Oak,139891966,Ishtar,,Fairview,49.25986,-123.12692,Entire home/apt,105,30,10,2020-12-31,0.21,28,232
19826523,Beautiful Private Room in Vancouver.,123037854,Maximiliano,,Killarney,49.23178,-123.02587,Private room,55,7,10,2018-05-08,0.28,1,0
19831337,Bright and Cozy Garden Suite,4134885,Fenton,,Hastings-Sunrise,49.27729,-123.05511,Entire home/apt,100,3,24,2018-12-30,0.50,1,0
19832108,188 Keefer Place Vancouver  Rogers Arena,32234579,Lisa,,Riley Park,49.23939,-123.09124,Entire home/apt,165,31,3,2018-05-03,0.06,1,0
19860252,155 1 BED EXTENDED STAY IN YALETOWN,600607,Bruce,,Downtown,49.27748,-123.12211,Entire home/apt,91,180,0,,,46,306
19862607,"Renovated, bright craftsman home - 2BED 1BATH",23953859,Dave,,Mount Pleasant,49.26084,-123.09042,Entire home/apt,99,5,14,2020-02-17,0.77,2,1
19893714,Lilly Pad Suite,91911638,Antonio,,Hastings-Sunrise,49.27449,-123.03915,Entire home/apt,66,5,66,2019-12-02,1.96,1,205
19894347,Luxurious Coal Harbour Downtown with Ocean views,134758907,Vida,,Downtown,49.29019,-123.12516,Entire home/apt,100,30,21,2020-01-23,0.81,6,36
19915265,Character apartment good location,141065817,Lisa,,Fairview,49.26156,-123.14305,Entire home/apt,205,2,4,2017-09-04,0.08,1,0
19925483,"Kitsilano Studio (Near Downtown, UBC & Beaches)",29662800,Christina,,Kitsilano,49.26615,-123.16606,Entire home/apt,83,1,168,2020-03-14,4.18,1,240
19931091,Top Floor Kitsilano Studio Great View,141214749,Adriano,,Kitsilano,49.26584,-123.15036,Entire home/apt,73,30,48,2020-02-13,1.84,1,1
19931966,Gorgeous Coal Harbour view of Vancouver Downtown,134758907,Vida,,Downtown,49.2884,-123.12605,Entire home/apt,160,30,22,2019-11-25,0.67,6,122
19945141,Corporate Stays | Telus | Ultramodern 1 BR!,38459934,Corporate Stays,,Downtown,49.27968,-123.11787,Entire home/apt,178,32,4,2017-09-07,0.11,32,33
19946831,Modern 1 Bedroom Suite on West Side of Vancouver,141368965,Carolyn,,Kerrisdale,49.23139,-123.15835,Entire home/apt,110,1,116,2020-01-19,2.81,1,0
19953194,2 bdrm near Commercial Drive,7774356,Brian,,Kensington-Cedar Cottage,49.25952,-123.07153,Entire home/apt,115,3,32,2019-12-29,0.87,1,195
19953963,3 Bed Townhouse w Priv Rooftop (min 30 days),4292086,Anne,,Fairview,49.26488,-123.12248,Entire home/apt,246,30,35,2018-08-26,0.73,16,186
19971729,Beautiful/Spacious One Bedroom Close to Everything,14105025,Shalini,,Kitsilano,49.26349,-123.15764,Entire home/apt,36,30,3,2018-06-15,0.06,1,0
19981757,Spectacular modern 2 bedroom with stunning view !,15546774,Ali,,Downtown,49.28378,-123.11988,Entire home/apt,198,30,23,2020-03-31,0.48,2,41
19984705,Beautiful Loft in the heart of Gastown,15897416,Matthew,,Downtown Eastside,49.28389,-123.10265,Entire home/apt,239,5,120,2021-01-29,2.50,2,34
19986490,Stylish 2 Floor Loft - Downtown Vancouver,18425171,Daryl,,Downtown,49.28,-123.12305,Entire home/apt,400,2,10,2018-02-19,0.21,1,365
19995392,Cheerful + Bright City Home,112751244,Karin,,Riley Park,49.25421,-123.09876,Entire home/apt,450,3,9,2019-07-30,0.25,1,0
20002260,Garden Suite for large group,141955126,Rachel,,Oakridge,49.23272,-123.13075,Entire home/apt,200,2,8,2018-08-05,0.22,1,0
20040056,"Very Cozy, Very Home-like, near PNE",40840488,Maret,,Hastings-Sunrise,49.28483,-123.04634,Private room,38,5,5,2018-08-26,0.11,2,0
20052490,Yaletown 1 bedroom; best area centre to all,11423475,Gule,,Downtown,49.27818,-123.12152,Entire home/apt,250,31,1,2017-10-01,0.02,4,364
20073140,DROPLET teardrop trailer,9952040,Pascal,,West End,49.28435,-123.13874,Entire home/apt,102,2,24,2020-10-04,0.73,1,365
20088165,East Van Oasis,6939645,Lisa,,Grandview-Woodland,49.28097,-123.06788,Private room,41,4,81,2019-08-27,1.71,1,0
20092115,Cute  suite in heart of Commercial Dr.,135913219,Gwendal,,Grandview-Woodland,49.2681,-123.06925,Entire home/apt,89,3,6,2021-03-19,0.25,1,0
20093556,Vancouver Oasis,2729297,Mark,,Kensington-Cedar Cottage,49.24811,-123.0798,Entire home/apt,109,2,27,2019-10-14,0.70,1,283
20095858,New Urban Modern Main St Coach House Free Parking,47192202,Alan  Shirley Pinky,,Riley Park,49.24404,-123.10111,Entire home/apt,199,7,112,2021-04-16,2.59,1,36
20155636,Garden Level Two Bedroom Suite: Heart of Kitsilano,34694656,Mike,,Kitsilano,49.26702,-123.16867,Entire home/apt,192,2,96,2020-09-05,2.67,2,207
20157644,Entire Cozy Guest Suite near PNE close to downtown,15587158,Grace,,Hastings-Sunrise,49.28275,-123.04518,Entire home/apt,56,1,198,2020-03-14,4.34,1,21
20193944,Outstanding Location In Beautiful Kitsilano.,143796071,Dan,,West Point Grey,49.2699,-123.21403,Private room,154,31,15,2018-08-29,0.32,3,179
20198018,Near Downtown garden private rooms by skytrain,9393127,Heidi Carol,,South Cambie,49.25098,-123.11711,Private room,85,2,6,2017-10-01,0.13,1,0
20215396,2 Bdrm Garden Suite in the hub of popular Main St,14336814,Jo-Anne,,Riley Park,49.25407,-123.09567,Entire home/apt,249,1,139,2020-02-14,3.99,2,308
20234427,Modern Downtown Apartment | Steps to Sea-walk,40654124,Andy & Yvonne,,Downtown,49.27654,-123.11793,Entire home/apt,113,29,0,,,1,32
20234950,BRIGHT & MODERN family home in central Vancouver.,144165261,Ken,,Mount Pleasant,49.25852,-123.10447,Entire home/apt,400,2,1,2018-08-17,0.03,1,0
20234976,💯- Private room&bath;West End/Coal Harbour.,135746482,Zac,,West End,49.29292,-123.13608,Private room,154,2,8,2018-06-28,0.17,1,89
20235568,Yaletown / Downtown Vancouver Luxury Living (4),58766804,Desired Destinations,,Downtown,49.27848,-123.12038,Entire home/apt,124,30,16,2021-06-24,0.35,2,34
20256716,SPA inspired Ensuite: Couple's Getaway Staycation,90158072,Tony & Annette,,Hastings-Sunrise,49.26316,-123.04757,Private room,110,2,48,2019-12-14,1.03,4,341
20270616,Convenient 1 Bedroom Suite in Central Vancouver,139762948,Jervis,,Sunset,49.22652,-123.09526,Private room,75,3,58,2020-01-26,1.22,3,188
20281557,Beautiful Stay in Luxury House (Prime location),131198723,Emily,,Dunbar Southlands,49.23739,-123.18361,Private room,128,1,9,2019-07-28,0.19,1,89
20282634,Garden Suite with Private Entrance and Bath,31908859,Sumeet,,Dunbar Southlands,49.25203,-123.18378,Entire home/apt,80,3,21,2019-07-14,0.56,1,0
20283100,Ontario house on the bike path.......blue room,84106538,Tony,,Marpole,49.21444,-123.10697,Private room,98,2,21,2019-08-10,0.87,2,91
20284672,"Contemporary, Upscale, Chinatown Retreat",37712788,Fiona,,Downtown Eastside,49.27714,-123.09857,Entire home/apt,122,6,35,2020-03-08,1.04,1,87
20305245,Private Room w/Private Bathroom-Close to Transit,144832742,Rada,,Hastings-Sunrise,49.26312,-123.048,Private room,68,1,183,2019-12-25,4.14,1,16
20307736,Great place for you to stay in Vancouver.;),141248568,Julie,,Killarney,49.22338,-123.03558,Private room,44,1,45,2019-08-25,0.97,2,310
20320638,Vancouver Hastings Sunrise,64990633,Penny And Tomas,,Hastings-Sunrise,49.27532,-123.05067,Entire home/apt,65,7,47,2019-08-31,1.74,1,0
20359188,Spacious Kits Apartment,22063658,Dan,,Kitsilano,49.26463,-123.16143,Entire home/apt,100,2,7,2020-03-08,0.30,1,0
20361528,Spacious room with own private washroom,11824155,Elsa,,Renfrew-Collingwood,49.24156,-123.04932,Private room,60,2,93,2020-01-01,2.36,4,33
20366334,Own Private and Spacious Suite (main floor),11824155,Elsa,,Renfrew-Collingwood,49.24196,-123.04993,Private room,60,2,84,2019-09-04,1.83,4,0
20394031,1 Bedroom in Modern and Clean 3-bedroom Suite (1),5710465,Ken,,Grandview-Woodland,49.27379,-123.06237,Private room,33,60,2,2019-08-01,0.08,1,0
20394996,1 bdrm & shared bath in Central Van.,117119918,Kitty,,Kensington-Cedar Cottage,49.24141,-123.09008,Private room,23,30,3,2019-10-05,0.10,7,248
20408854,2 Superb Suite bedrooms in Kitsilano near beach.,143796071,Dan,,West Point Grey,49.26983,-123.213,Private room,158,31,20,2018-08-19,0.43,3,179
20410182,Master suite Vancouver Point Gray near the beach.,143796071,Dan,,West Point Grey,49.26776,-123.21419,Private room,138,31,18,2018-09-04,0.39,3,365
20413631,New Luxury 1 BR by Pacific Centre Mall & Robson St,145590288,Riley,,Downtown,49.28152,-123.11645,Entire home/apt,170,30,1,2017-10-19,0.02,1,89
20423000,"Classic modern luxurious 2 bedroom,2 bath,AC,view",145685120,Hans Herman,,Kensington-Cedar Cottage,49.25155,-123.0623,Entire home/apt,234,3,1,2019-04-29,0.04,1,156
20434400,Quiet Room & Bathroom Close to the Waterfront,80436,Marta,,Fairview,49.26571,-123.13241,Private room,96,1,23,2019-09-30,0.54,1,0
20436839,西班牙式高级防震套房连私人厕所只限女生（20分钟可达dt)，只限长阻6上,47080508,高文,,Hastings-Sunrise,49.27387,-123.05153,Private room,68,185,0,,,2,365
20441826,Cozy room in shared house in Kerrisdale,145890576,Andrew,,Kerrisdale,49.23128,-123.14061,Private room,30,3,1,2017-08-30,0.02,2,0
20443265,Budget Basement Suite - Downtown Core,326082,Brian,,West End,49.2833,-123.12769,Entire home/apt,99,2,204,2020-03-11,4.69,2,95
20457117,"The Heart of East Village, close to downtown.",8374,Miriam,,Grandview-Woodland,49.2802,-123.06112,Entire home/apt,230,2,21,2019-08-16,0.57,1,294
20473723,"Chef's Dream Relax Pad with laundry, patio & SAUNA",9562903,Reva,,Fairview,49.25915,-123.14504,Entire home/apt,325,4,2,2021-03-28,0.06,2,62
20478235,Large Luxury 2 Bedroom 2 bath Kitsilano Beach,130844016,Daryl,,Kitsilano,49.27032,-123.147,Entire home/apt,209,30,4,2021-03-01,0.10,1,278
20484308,Spacious Studio  Downtown Apartment w/Parking,89960506,Jay,,Downtown Eastside,49.28043,-123.10564,Entire home/apt,120,30,127,2020-05-19,3.39,1,92
20500488,"Downtown Penthouse at the ""Le Soleil"" hotel",146353109,Moe,,Downtown,49.28531,-123.11826,Entire home/apt,200,1,21,2019-10-26,0.45,1,48
20504139,Vancouver West Side Villa,9296535,Lucienne,,Arbutus Ridge,49.25147,-123.16079,Entire home/apt,389,3,18,2019-09-09,0.72,1,0
20506575,Bedroom in cozy 2br suite in East Van!,55726390,Shelby,,Grandview-Woodland,49.27668,-123.06058,Private room,46,1,1,2018-02-27,0.02,1,0
20536417,2 level designer loft in Gastown heritage building,5293283,Noah,,Downtown Eastside,49.28261,-123.1029,Entire home/apt,328,30,49,2021-04-15,2.27,1,188
20541307,Gorgeous loft-style apt by Kits Beach & W4th,13716547,Grace,,Kitsilano,49.26769,-123.16714,Entire home/apt,190,3,13,2017-09-24,0.37,1,0
20555247,Luxury House for the Price of Apartment,129667696,Igor,,Hastings-Sunrise,49.26697,-123.04348,Entire home/apt,153,3,253,2020-03-10,5.97,1,156
20559146,Cozy Bedroom near Skytrain,33057368,Thi Minh Hien,,Renfrew-Collingwood,49.24871,-123.05501,Private room,65,2,373,2021-03-06,8.13,1,4
20563115,Newly renovated 1 Bedroom guest suite,20951756,Jaycie,,Killarney,49.22267,-123.03604,Private room,65,3,7,2021-07-03,0.15,1,342
20586963,"Private Room, Bathroom, and option to use Kitchen",147083493,Evan,,Renfrew-Collingwood,49.2557,-123.04582,Private room,46,5,20,2019-09-19,0.47,1,160
20634127,Gem in the West End,11886329,Jennifer,,West End,49.284,-123.1336,Entire home/apt,2100,30,11,2018-08-02,0.26,1,0
20642417,"Queen bed, Yaletown tops all neighborhoods",11423475,Gule,,Downtown,49.27636,-123.11982,Private room,55,30,26,2018-08-29,0.70,4,365
20692262,"Bright, spacious west end apartment",5960474,Kerry,,West End,49.28522,-123.13511,Entire home/apt,150,2,5,2019-06-16,0.11,1,0
20698187,15 min away from Downtown,17872558,David,,Marpole,49.21424,-123.11441,Private room,71,3,43,2021-01-31,1.24,4,51
20698278,Close to Downtown / Restaurants 方便,17872558,David,,Marpole,49.2127,-123.11602,Private room,71,3,53,2019-11-25,1.51,4,68
20699158,Vancouver best location 3mins walk to Skytrain 3,137398000,Li,,Oakridge,49.22845,-123.11504,Private room,70,360,186,2020-03-08,4.53,2,180
20726603,Private rooftop patio w/mountain view *RENOVATED*,83864178,Ryan,,Mount Pleasant,49.26267,-123.08365,Shared room,99,70,5,2017-09-18,0.11,1,29
20726949,★IDEAL 5 room Vancouver HOUSE. Best Dtown Location,148424292,Lorraine,,Downtown,49.28264,-123.11427,Entire home/apt,980,2,21,2019-12-15,0.63,2,76
20730379,Location & Convenience Downtown Experience,20590498,Simone,,West End,49.27957,-123.13028,Entire home/apt,84,30,47,2018-12-30,1.21,1,0
20747426,COZY Private ROOM ★Historic House★ Vancouver Dtown,83985711,Vivi,,Downtown,49.28264,-123.11427,Private room,155,1,38,2020-02-16,1.08,2,28
20760489,Spacious Luxury Loft + Big Patio: Views + Parking,148703728,Rose,,Mount Pleasant,49.26451,-123.10783,Entire home/apt,299,30,81,2019-12-21,2.54,1,269
20762078,Cozy Twin Room. Vancouver Downtown Heart!,83985711,Vivi,,Downtown,49.28264,-123.11427,Private room,147,1,22,2019-03-18,0.71,2,35
20773659,Bedroom and privat Bathroom (shared Apartment),52067199,David,,Downtown,49.27929,-123.10709,Private room,110,1,287,2020-08-19,7.96,1,146
20798979,Cozy Comfortable Basement Suite,149112621,Janie-Joey-Warren,,Renfrew-Collingwood,49.24188,-123.05401,Entire home/apt,71,2,170,2021-02-13,4.92,1,110
20799287,Beautiful character home steps from the Drive,149114791,Pauline,,Grandview-Woodland,49.26985,-123.06766,Private room,75,1,76,2020-03-09,3.48,1,157
20848320,Cozy on the Drive,73862675,Christine,,Kensington-Cedar Cottage,49.26038,-123.07115,Entire home/apt,81,4,44,2018-08-26,1.22,1,117
20856734,"Charming, self contained studio suite near UBC.",44135073,Mary,,West Point Grey,49.25959,-123.18791,Entire home/apt,99,3,35,2021-07-02,1.34,1,83
20861480,Main Street Loft,32494925,Diana,,Mount Pleasant,49.26616,-123.09891,Entire home/apt,200,30,2,2019-07-31,0.04,1,179
20863494,Private Suite in Vancouver-Central breakfast incld,149758675,Roshika,,Hastings-Sunrise,49.26777,-123.03869,Entire home/apt,89,1,120,2020-11-18,3.20,1,39
20864984,Vancouver best location 3mins walk to Skytrain 2,137398000,Li,,Oakridge,49.22671,-123.11416,Private room,60,360,132,2019-09-21,2.90,2,180
20876469,Modern Yaletown 1 bedroom with large sunny patio.,102693540,Pieter,,Downtown,49.27788,-123.12107,Entire home/apt,98,60,1,2019-09-15,0.05,2,0
20887111,Clean and comfortable suite. Free parking,68340002,Carol,,Victoria-Fraserview,49.2271,-123.05468,Entire home/apt,98,2,32,2019-09-30,0.70,1,16
20887745,Private Spacious Guest Suite,69457929,Lida,,Arbutus Ridge,49.23973,-123.16704,Private room,179,2,80,2019-12-14,1.76,1,55
20900425,Cozy 3 bdrm on Commercial Drive of Vancouver,96251217,Zoey,,Grandview-Woodland,49.27568,-123.06916,Entire home/apt,206,3,117,2020-02-23,2.85,1,0
20903006,Super Central 2 Bdrm Oasis,504609,Mark,,Mount Pleasant,49.26073,-123.1072,Entire home/apt,150,31,9,2018-02-19,0.20,3,97
20913466,Spacious One Bedroom Suite,150183780,Mike,,Grandview-Woodland,49.28111,-123.05747,Entire home/apt,68,30,86,2019-08-25,2.10,1,93
20913864,Beautiful 1 bdr/bath w/balcony Downtown Vancouver!,150296688,Gurjind,,Downtown,49.27897,-123.12625,Entire home/apt,80,31,10,2020-06-30,0.34,1,154
20946951,CO-LIVE&CO-WORK*private ensuite SPA*glorious room,93829739,Matthew,,Kerrisdale,49.23012,-123.14237,Private room,109,30,2,2017-12-29,0.04,7,289
20947300,"CO-LIVE&CO-WORK&Jacuzzi,Sauna,Steam,Pool Table",93829739,Matthew,,Kerrisdale,49.23082,-123.14438,Private room,64,30,5,2021-06-09,0.11,7,94
20980500,Fairview Townhouse w Priv Rooftop (Min 30 days),4292086,Anne,,Fairview,49.26339,-123.12186,Entire home/apt,304,30,27,2021-03-31,0.59,16,301
20982614,"Stylish, Bright + View in the Heart of Mt Pleasant",25617728,Mike,,Mount Pleasant,49.26564,-123.10106,Entire home/apt,125,30,14,2018-08-19,0.31,1,0
20997043,Chinatown Penthouse,7151163,Tim,,Downtown Eastside,49.2792,-123.09849,Entire home/apt,226,2,19,2020-11-17,0.42,1,294
21011527,Welcome to our 1 bedroom private garden oasis.,57397702,Jean-Paul & Susan,,Grandview-Woodland,49.2728,-123.07355,Entire home/apt,125,2,52,2019-08-25,1.14,1,0
21030772,Beautifully furnished 2 Bdr apt-Downtown Vancouver,23680543,Lilly,,Downtown,49.28002,-123.11053,Entire home/apt,109,30,5,2019-07-31,0.12,1,93
21040777,Sweet Suite- Small but has it all,126002388,Melanie,,Kensington-Cedar Cottage,49.24788,-123.08138,Entire home/apt,100,1,87,2020-03-10,2.27,2,0
21066390,Charming PRIVATE ROOM in VANCOUVER downtown!,148424292,Lorraine,,Downtown,49.28264,-123.11427,Private room,147,1,54,2020-03-01,1.31,2,32
21097026,"COZY CHARACTER 1BR near, seawall & skytrain",21398907,Hilary,,Fairview,49.26431,-123.12104,Entire home/apt,95,5,8,2019-12-14,0.18,1,0
21100013,B1 - Stylish High Rise Condo with Skyline Views,21783759,Viviena,,Downtown,49.27609,-123.12527,Entire home/apt,145,30,8,2020-10-31,0.18,7,280
21112252,Modern & Bright West Broadway & Oak 1 Bedroom Unit,139891966,Ishtar,,Fairview,49.26027,-123.1263,Entire home/apt,90,30,9,2020-08-31,0.24,28,155
21112891,Luxurious Bright  Queen Bed  Private Bath Q E Park,56003889,Taressa,,Riley Park,49.23654,-123.10156,Private room,117,1,7,2019-03-10,0.25,2,0
21128612,Hummingbird Haven - Vancouver 2bed Retreat!,3888233,Hamish,,Riley Park,49.25089,-123.09095,Entire home/apt,223,2,9,2019-08-18,0.40,1,112
21140065,"Chic Beach Ave 2 bed, 2 bath & POOL!",7074827,Leanne,,Downtown,49.27524,-123.13415,Entire home/apt,196,30,44,2020-07-20,1.07,4,129
21142387,Location!!! Quiet Studio Vancouver! Sunset Beach!,2676593,Monique,,West End,49.27811,-123.13095,Entire home/apt,100,30,4,2020-02-23,0.09,1,123
21150832,SW View Downtown across from Granville Island,152613505,Stephanie,,Downtown,49.27461,-123.13082,Private room,160,90,0,,,1,365
21163623,Private Cottage in Downtown Central,326082,Brian,,West End,49.2833,-123.12769,Entire home/apt,135,2,106,2020-03-09,2.45,2,98
21188818,Cozy & Spacious Furnished 1 Bedroom Across VGH,139891966,Ishtar,,Fairview,49.26024,-123.12837,Entire home/apt,105,30,10,2020-11-27,0.23,28,246
21215931,East Van Family Pad,58943216,Liane,,Grandview-Woodland,49.26968,-123.06175,Entire home/apt,259,3,3,2018-08-07,0.07,1,0
21239164,"Panoramic Ocean Views, Stellar Location",24909209,Naamah,,West End,49.27713,-123.13408,Private room,89,2,18,2019-11-28,0.40,2,0
21250212,Characteristic Loft in Downtown w Parking,19748213,Charlie,,Downtown Eastside,49.28186,-123.10567,Entire home/apt,159,30,171,2020-03-29,4.15,2,11
21264147,Coziest & Ultra Cleanest Condo in Kitsilano,4919585,Evn,,Kitsilano,49.26489,-123.15048,Entire home/apt,180,2,164,2020-12-20,4.65,1,188
21276385,Amazing Downtown Location / 2 bedroom / View!,32700379,Sho,,West End,49.28744,-123.12688,Entire home/apt,390,30,53,2021-01-14,1.53,1,63
21281197,"NEW Main St suite - Deluxe Hotel Style, Local Vibe",153965000,Jeri,,Sunset,49.23138,-123.10445,Entire home/apt,99,2,159,2020-02-23,3.90,1,23
21298863,Riley Park Coach House in Central Vancouver,154132476,Randy,,Riley Park,49.25331,-123.11395,Entire home/apt,120,30,55,2020-09-30,1.29,1,68
21344002,Modern Condo in Central Vancouver,129023355,Lana,,Riley Park,49.24988,-123.1038,Entire home/apt,125,30,1,2017-11-30,0.02,1,0
21356520,Private and spacious  room in upper floor,11824155,Elsa,,Renfrew-Collingwood,49.23965,-123.04831,Private room,50,2,48,2019-12-21,1.40,4,53
21363777,The Sherbrooke Laneway,154407807,Patsy,,Sunset,49.2326,-123.08251,Entire home/apt,119,30,9,2021-03-29,0.22,1,280
21391849,A Home Away from Home: Private Suite w/ Kitchen,2791495,Sarah & Tom,,Renfrew-Collingwood,49.23937,-123.04057,Entire home/apt,80,28,111,2019-12-14,2.82,1,0
21397337,Lovely and Light Gastown Loft. Views! Parking!,2853936,Cj,,Downtown Eastside,49.28329,-123.09708,Entire home/apt,145,31,7,2017-12-17,0.16,1,0
21408841,D43 - superb 2 bedroom,30899,Rami,,Downtown,49.28178,-123.1167,Entire home/apt,138,30,2,2018-04-09,0.05,41,208
21409855,Downtown/Stunning views/Great Location/Parking,70047708,Lorena,,Downtown,49.27906,-123.1088,Entire home/apt,388,30,120,2021-01-23,3.31,1,214
21411021,Two Bedrooms Right Downtown - Great Renovations,70722023,Michael,,Downtown,49.27968,-123.12604,Hotel room,45,2,0,,,1,0
21412609,Special! Large Lux 2Br Own Patio Nr DT近市中心精品2室自带花园,129656102,Dena,,Shaughnessy,49.2466,-123.13585,Private room,198,2,34,2019-07-13,0.92,1,120
21435333,D35 - modern 1 bedroom,30899,Rami,,Downtown,49.27969,-123.12319,Entire home/apt,84,30,1,2020-04-05,0.07,41,308
21455497,✩Seaside Kitsilano ✩Walk everywhere,60656382,Ariane,,Kitsilano,49.26993,-123.16528,Entire home/apt,288,15,96,2020-03-07,2.57,1,125
21462888,"PNW Suite-Stanley Park, secure parking, dogs :)",7672375,Laine,,Downtown,49.2935,-123.13451,Entire home/apt,200,2,91,2020-03-08,2.50,1,0
21478209,Yaletown - Upscale chic and spacious sub-Penthouse,7074827,Leanne,,Downtown,49.27297,-123.12575,Entire home/apt,275,90,3,2021-05-31,0.16,4,143
21486270,Luxurious Shaughnessy 4 Bedroom Mansion,156071690,Long,,Shaughnessy,49.24711,-123.1417,Entire home/apt,320,2,36,2019-08-04,1.34,1,0
21487129,Beautiful New Family home located in heart of Kits,26902566,Dean,,Kitsilano,49.26635,-123.16716,Entire home/apt,1088,3,17,2020-01-02,0.49,1,65
21527208,Spacious South Granville Modern & Bright 2 Bedroom,139891966,Ishtar,,Fairview,49.25976,-123.12793,Entire home/apt,125,30,11,2020-10-02,0.25,28,194
21532511,❤️Yaletown Downtown Chic Home❤️AIRBNB PLUS❤️+Parking,156505092,Jess,,Downtown,49.27836,-123.12485,Entire home/apt,267,2,55,2019-10-22,1.23,3,266
21536629,New condo w/ private rooftop deck in Mount Plesant,1339708,Ryan,,Strathcona,49.26845,-123.09534,Entire home/apt,225,30,0,,,2,136
21549657,Modern/Cozy/Secure Parking and Pet friendly condo!,37417167,Bez,,Downtown,49.27817,-123.10875,Entire home/apt,198,2,154,2021-06-07,9.37,1,158
21550757,Modern Chic Downtown in the heart of Vancouver,97676878,Ajay,,Downtown,49.27754,-123.11257,Entire home/apt,85,90,1,2018-09-02,0.03,1,94
21564437,Location Location Modern Central Walk Score 99,156808817,Persia,,West End,49.28407,-123.12277,Entire home/apt,224,1,235,2020-11-15,6.61,2,194
21567998,Bright 2 Bedroom Modern Home,156836978,Carol,,Riley Park,49.24513,-123.10495,Entire home/apt,232,5,110,2020-08-17,2.54,1,198
21569274,Nelson House-Room 1,66327125,Liduo,,West End,49.287,-123.13204,Private room,88,1,81,2020-01-14,2.18,7,39
21577211,1 Bedroom Suite w/ private entry. Hastings/Sunrise,77383974,Myriam,,Grandview-Woodland,49.28254,-123.06454,Entire home/apt,90,2,215,2021-01-26,5.21,1,316
21581560,Trendy Downtown Condo with 2 Beds and Parking (E3),23977001,Emma,,Downtown,49.28212,-123.12293,Entire home/apt,150,30,17,2018-02-17,0.45,12,105
21606719,Stanley Park Cozy 1 bedroom,11852508,Sam,,West End,49.29212,-123.13438,Entire home/apt,79,30,14,2018-07-15,0.39,1,0
21607882,Private Lane House. 1 bedroom  550sq.ft,46405002,Yitzchok,,Oakridge,49.22584,-123.13769,Entire home/apt,148,2,67,2020-09-24,1.57,1,196
21613146,"Fraser 3-bdr Newly Reno'd Modern, Large Home",47850142,Angie,,Kensington-Cedar Cottage,49.24185,-123.08763,Entire home/apt,222,6,4,2018-04-19,0.10,1,57
